Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Volum;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;16,0m - 24,0m;>= 24,0m
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;8243;7749;8737;100,0;31;31;0;1;100,0;1;7798;444;139;212;74;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;8235;7760;8710;100,0;31;31;0;1;100,0;2;7826;407;118;204;69;17;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;8235;7760;8710;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;7826;407;118;204;69;17;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;8243;7749;8737;100,0;31;31;0;1;100,0;Totalt i retning Kvaløya;7798;444;139;212;74;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-01-01T00:00+01:00;2018-02-01T00:00+01:00;2018;1;16478;15510;17446;100,0;31;31;0;3;100,0;Totalt;15624;851;256;416;143;35;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;8695;8218;9172;99,8;28;28;0;1;100,0;1;8230;464;147;216;76;25;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;8691;8241;9141;99,8;28;28;0;0;100,0;2;8256;435;130;207;74;23;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;8691;8241;9141;99,8;28;28;0;0;100,0;Totalt i retning Tromsø;8256;435;130;207;74;23;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;8695;8219;9171;99,8;28;28;0;1;100,0;Totalt i retning Kvaløya;8230;464;147;216;76;25;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-02-01T00:00+01:00;2018-03-01T00:00+01:00;2018;2;17386;16460;18312;99,8;28;28;0;1;100,0;Totalt;16486;899;276;424;151;48;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;8028;7316;8740;100,0;31;31;0;4;100,0;1;7602;422;131;201;69;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;8008;7303;8713;100,0;31;31;0;0;100,0;2;7619;389;110;194;65;20;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;8008;7304;8712;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;7619;389;110;194;65;20;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;8028;7316;8740;100,0;31;31;0;3;100,0;Totalt i retning Kvaløya;7602;422;131;201;69;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-03-01T00:00+01:00;2018-04-01T00:00+02:00;2018;3;16036;14621;17451;100,0;31;31;0;4;100,0;Totalt;15221;811;241;395;134;40;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;8635;8077;9193;100,0;30;30;0;1;100,0;1;8192;442;131;225;67;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;8638;8104;9172;100,0;30;30;0;1;100,0;2;8233;404;105;218;64;17;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;8638;8104;9172;100,0;30;30;0;1;100,0;Totalt i retning Tromsø;8233;404;105;218;64;17;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;8635;8077;9193;100,0;30;30;0;1;100,0;Totalt i retning Kvaløya;8192;442;131;225;67;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-04-01T00:00+02:00;2018-05-01T00:00+02:00;2018;4;17273;16182;18364;100,0;30;30;0;2;100,0;Totalt;16425;846;236;443;131;36;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;8978;8303;9653;100,0;31;31;0;2;100,0;1;8464;512;150;274;66;22;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;8986;8343;9629;100,0;31;31;0;1;100,0;2;8503;482;127;270;63;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;8986;8343;9629;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;8503;482;127;270;63;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;8979;8304;9654;100,0;31;31;0;3;100,0;Totalt i retning Kvaløya;8464;512;150;274;66;22;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-05-01T00:00+02:00;2018-06-01T00:00+02:00;2018;5;17964;16649;19279;100,0;31;31;0;3;100,0;Totalt;16967;994;277;545;129;43;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;9162;8585;9739;99,9;30;30;0;3;100,0;1;8566;593;173;318;75;27;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;9137;8591;9683;99,9;30;30;0;5;99,9;2;8565;567;149;319;74;24;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;9132;8587;9677;99,9;30;30;0;5;99,9;Totalt i retning Tromsø;8561;567;149;319;74;24;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;9167;8589;9745;99,9;30;30;0;3;100,0;Totalt i retning Kvaløya;8571;593;173;318;76;27;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-06-01T00:00+02:00;2018-07-01T00:00+02:00;2018;6;18299;17178;19420;99,9;30;30;0;7;100,0;Totalt;17131;1160;322;637;150;51;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;5681;4386;6976;100,0;31;31;0;5;99,9;1;5273;404;113;225;51;15;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;5661;4408;6914;100,0;31;31;0;2;100,0;2;5270;389;96;231;49;13;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;5672;4415;6929;100,0;31;31;0;2;100,0;Totalt i retning Tromsø;5279;391;96;232;49;13;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;5670;4379;6961;100,0;31;31;0;4;99,9;Totalt i retning Kvaløya;5263;403;113;224;51;15;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-07-01T00:00+02:00;2018-08-01T00:00+02:00;2018;7;11342;8800;13884;100,0;31;31;0;6;99,9;Totalt;10542;793;209;456;100;28;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;9043;8497;9589;100,0;31;31;0;8;99,9;1;8430;605;167;336;75;26;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;9031;8524;9538;100,0;31;31;0;0;100,0;2;8451;579;154;331;75;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;9031;8524;9538;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;8451;579;154;331;75;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;9044;8498;9590;100,0;31;31;0;8;99,9;Totalt i retning Kvaløya;8430;606;168;336;75;26;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-08-01T00:00+02:00;2018-09-01T00:00+02:00;2018;8;18075;17024;19126;100,0;31;31;0;9;100,0;Totalt;16881;1185;321;667;150;46;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;9200;8667;9733;100,0;30;30;0;10;99,9;1;8602;588;160;328;73;27;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;9220;8725;9715;100,0;30;30;0;0;100,0;2;8654;566;145;326;74;20;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;9220;8725;9715;100,0;30;30;0;1;100,0;Totalt i retning Tromsø;8654;565;145;326;74;20;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;9200;8667;9733;100,0;30;30;0;9;99,9;Totalt i retning Kvaløya;8603;588;160;328;73;27;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-09-01T00:00+02:00;2018-10-01T00:00+02:00;2018;9;18420;17394;19446;100,0;30;30;0;10;99,9;Totalt;17256;1154;305;654;147;47;1
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;9042;8514;9570;100,0;31;31;0;25;99,7;1;8454;562;155;309;72;26;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;9045;8542;9548;100,0;31;31;0;1;100,0;2;8502;542;142;303;76;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;9045;8542;9548;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;8502;542;142;303;76;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;9042;8514;9570;100,0;31;31;0;25;99,7;Totalt i retning Kvaløya;8454;562;155;309;72;26;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-10-01T00:00+02:00;2018-11-01T00:00+01:00;2018;10;18087;17057;19117;100,0;31;31;0;26;99,9;Totalt;16957;1104;297;612;147;47;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;8814;8332;9296;99,8;30;30;0;4;100,0;1;8330;479;136;253;69;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;8813;8343;9283;99,8;30;30;0;0;100,0;2;8358;455;122;246;70;17;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;8813;8343;9283;99,8;30;30;0;0;100,0;Totalt i retning Tromsø;8358;455;122;246;70;17;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;8814;8332;9296;99,8;30;30;0;4;100,0;Totalt i retning Kvaløya;8330;480;136;254;69;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-11-01T00:00+01:00;2018-12-01T00:00+01:00;2018;11;17627;16676;18578;99,8;30;30;0;4;100,0;Totalt;16688;934;258;500;139;38;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;8156;7405;8907;100,0;31;31;0;3;100,0;1;7783;371;110;183;62;15;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;8146;7395;8897;100,0;31;31;0;1;100,0;2;7801;344;99;174;62;10;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;8146;7395;8897;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;7801;344;99;174;62;10;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;8156;7405;8907;100,0;31;31;0;3;100,0;Totalt i retning Kvaløya;7783;371;110;183;62;15;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2018-12-01T00:00+01:00;2019-01-01T00:00+01:00;2018;12;16301;14800;17802;100,0;31;31;0;3;100,0;Totalt;15583;715;209;357;124;25;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;8030;7486;8574;100,0;31;31;0;1;100,0;1;7619;410;123;199;70;18;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;8026;7499;8553;100,0;31;31;0;1;100,0;2;7646;380;109;189;72;10;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;8026;7499;8553;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;7646;380;109;189;72;10;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;8030;7486;8574;100,0;31;31;0;1;100,0;Totalt i retning Kvaløya;7619;410;123;199;70;18;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-01-01T00:00+01:00;2019-02-01T00:00+01:00;2019;1;16057;14987;17127;100,0;31;31;0;3;100,0;Totalt;15264;790;232;388;142;28;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;8416;7889;8943;100,0;28;28;0;12;99,9;1;7971;434;131;210;74;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;8418;7907;8929;100,0;28;28;0;1;100,0;2;8010;407;121;200;75;12;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;8418;7907;8929;100,0;28;28;0;1;100,0;Totalt i retning Tromsø;8010;407;121;200;75;12;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;8416;7889;8943;100,0;28;28;0;11;99,9;Totalt i retning Kvaløya;7971;434;131;210;74;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-02-01T00:00+01:00;2019-03-01T00:00+01:00;2019;2;16834;15796;17872;100,0;28;28;0;12;99,9;Totalt;15981;841;251;410;149;31;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;8196;7701;8691;100,0;31;31;0;2;100,0;1;7780;414;120;203;71;20;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;8197;7722;8672;100,0;31;31;0;1;100,0;2;7809;387;105;196;72;14;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;8197;7722;8672;100,0;31;31;0;2;100,0;Totalt i retning Tromsø;7809;387;105;196;72;14;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;8196;7701;8691;100,0;31;31;0;2;100,0;Totalt i retning Kvaløya;7781;414;120;203;71;20;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-03-01T00:00+01:00;2019-04-01T00:00+02:00;2019;3;16393;15424;17362;100,0;31;31;0;3;100,0;Totalt;15589;801;225;399;143;33;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;8138;7397;8879;100,0;30;30;0;1;100,0;1;7750;387;107;202;60;17;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;8130;7418;8842;100,0;30;30;0;1;100,0;2;7771;358;92;191;64;12;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;8130;7418;8842;100,0;30;30;0;1;100,0;Totalt i retning Tromsø;7771;359;92;191;64;12;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;8138;7397;8879;100,0;30;30;0;1;100,0;Totalt i retning Kvaløya;7750;387;107;202;60;17;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-04-01T00:00+02:00;2019-05-01T00:00+02:00;2019;4;16268;14816;17720;100,0;30;30;0;2;100,0;Totalt;15521;745;199;393;124;29;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;9104;8467;9741;100,0;31;31;0;1;100,0;1;8585;518;142;280;73;23;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;9088;8481;9695;100,0;31;31;0;0;100,0;2;8610;478;124;261;77;15;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;9089;8482;9696;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;8610;478;124;261;77;15;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;9103;8466;9740;100,0;31;31;0;1;100,0;Totalt i retning Kvaløya;8584;518;142;280;73;23;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-05-01T00:00+02:00;2019-06-01T00:00+02:00;2019;5;18192;16951;19433;100,0;31;31;0;2;100,0;Totalt;17194;996;266;541;150;38;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;9116;8428;9804;100,0;30;30;0;3;100,0;1;8520;594;175;308;82;29;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;9091;8446;9736;100,0;30;30;0;1;100,0;2;8545;545;145;296;86;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;9091;8446;9736;100,0;30;30;0;1;100,0;Totalt i retning Tromsø;8545;545;145;296;86;19;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;9116;8429;9803;100,0;30;30;0;2;100,0;Totalt i retning Kvaløya;8520;593;175;308;82;29;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-06-01T00:00+02:00;2019-07-01T00:00+02:00;2019;6;18207;16877;19537;100,0;30;30;0;3;100,0;Totalt;17065;1139;320;604;168;47;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-07-01T00:00+02:00;2019-08-01T00:00+02:00;2019;7;7747;7347;8147;100,0;31;31;0;2;100,0;1;7191;553;166;300;66;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-07-01T00:00+02:00;2019-08-01T00:00+02:00;2019;7;7675;7305;8045;100,0;31;31;0;1;100,0;2;7170;504;137;284;67;16;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-07-01T00:00+02:00;2019-08-01T00:00+02:00;2019;7;7675;7305;8045;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;7170;504;137;284;66;16;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-07-01T00:00+02:00;2019-08-01T00:00+02:00;2019;7;7747;7347;8147;100,0;31;31;0;2;100,0;Totalt i retning Kvaløya;7191;553;166;300;66;21;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-07-01T00:00+02:00;2019-08-01T00:00+02:00;2019;7;15422;14657;16187;100,0;31;31;0;3;100,0;Totalt;14362;1057;303;584;133;37;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;9001;8500;9502;100,0;31;31;0;2;100,0;1;8405;594;174;239;157;24;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;8984;8521;9447;100,0;31;31;0;0;100,0;2;8432;552;150;227;157;18;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;8984;8521;9447;100,0;31;31;0;0;100,0;Totalt i retning Tromsø;8432;552;150;227;157;18;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;9001;8500;9502;100,0;31;31;0;2;100,0;Totalt i retning Kvaløya;8405;594;174;239;157;24;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-08-01T00:00+02:00;2019-09-01T00:00+02:00;2019;8;17986;17027;18945;100,0;31;31;0;3;100,0;Totalt;16837;1146;324;465;314;42;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;9174;8675;9673;100,0;30;30;0;6;99,9;1;8560;607;170;229;179;30;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;9187;8717;9657;100,0;30;30;0;1;100,0;2;8610;576;152;220;183;22;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;9186;8717;9655;100,0;30;30;0;1;100,0;Totalt i retning Tromsø;8609;576;152;219;182;22;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;9175;8676;9674;100,0;30;30;0;6;99,9;Totalt i retning Kvaløya;8561;608;170;230;179;30;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-09-01T00:00+02:00;2019-10-01T00:00+02:00;2019;9;18360;17394;19326;100,0;30;30;0;6;100,0;Totalt;17170;1184;321;449;361;52;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;8882;8403;9361;100,0;31;31;0;3;100,0;1;8322;557;149;205;177;26;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;8881;8434;9328;100,0;31;31;0;1;100,0;2;8351;529;134;196;179;20;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;8881;8434;9328;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;8351;529;134;196;179;20;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;8882;8403;9361;100,0;31;31;0;3;100,0;Totalt i retning Kvaløya;8322;557;149;205;177;26;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-10-01T00:00+02:00;2019-11-01T00:00+01:00;2019;10;17762;16838;18686;100,0;31;31;0;3;100,0;Totalt;16673;1086;283;401;356;46;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;8395;7913;8877;100,0;30;30;0;4;100,0;1;7942;449;125;137;170;18;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;8385;7922;8848;100,0;30;30;0;1;100,0;2;7966;417;111;128;165;13;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;8385;7922;8848;100,0;30;30;0;2;100,0;Totalt i retning Tromsø;7966;417;111;128;165;13;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;8395;7913;8877;100,0;30;30;0;4;100,0;Totalt i retning Kvaløya;7942;449;125;137;170;18;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-11-01T00:00+01:00;2019-12-01T00:00+01:00;2019;11;16780;15836;17724;100,0;30;30;0;5;100,0;Totalt;15908;866;236;264;335;31;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;7817;7106;8528;100,0;31;31;0;3;100,0;1;7439;374;107;103;151;13;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;7815;7121;8509;100,0;31;31;0;1;100,0;2;7463;351;96;97;149;9;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;7814;7120;8508;100,0;31;31;0;0;100,0;Totalt i retning Tromsø;7463;351;96;97;149;9;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;7817;7106;8528;100,0;31;31;0;3;100,0;Totalt i retning Kvaløya;7440;374;107;103;151;13;0
02636V1125920;SANDNESSUND BRUA;FV862 S2D1 m609;2019-12-01T00:00+01:00;2020-01-01T00:00+01:00;2019;12;15631;14227;17035;100,0;31;31;0;3;100,0;Totalt;14903;725;203;200;300;23;0
